instruction,input,output,output (Qwen7B-coder),output (Qwen7B),output (Qwen3B-coder),output (Qwen3B)
Write a URScript code that calculates the Euclidean distance between two given poses and then uses `textmsg()` to send the distance to the log.,"```URscript
local pose1 = p[0.5, -0.3, 0.4, 0, 0, 0]
local pose2 = p[0.6, -0.2, 0.5, 0, 0, 0]
```","```URscript
def calculate_distance():
    local pose1 = p[0.5, -0.3, 0.4, 0, 0, 0]
    local pose2 = p[0.6, -0.2, 0.5, 0, 0, 0]
    local distance = sqrt(pow(pose2[0]-pose1[0],2) + pow(pose2[1]-pose1[1],2) + pow(pose2[2]-pose1[2],2))
    textmsg(""Distance between poses: "", distance)
end
```","```URscript
local pose1 = p[0.5, -0.3, 0.4, 0, 0, 0]
local pose2 = p[0.6, -0.2, 0.5, 0, 0, 0]

def calculate_distance():
  local distance = sqrt(pow(pose2[0] - pose1[0], 2) + pow(pose2[1] - pose1[1], 2) + pow(pose2[2] - pose1[2], 2))
  textmsg(""Distance between poses: "", distance)
end
```","```URscript
local pose1 = p[0.5, -0.3, 0.4, 0, 0, 0]
local pose2 = p[0.6, -0.2, 0.5, 0, 0, 0]

local distance = norm(pose_trans(pose1,pose_inv(pose2)))
textmsg(""Distance between poses: "", distance)
```","```URscript
def calculate_distance():
  local pose1 = p[0.5, -0.3, 0.4, 0, 0, 0]
  local pose2 = p[0.6, -0.2, 0.5, 0, 0, 0]
  local distance = norm(pose_sub(pose2, pose1))
  textmsg(""Distance between poses: "", distance)
end
```","```URscript
local pose1 = p[0.5, -0.3, 0.4, 0, 0, 0]
local pose2 = p[0.6, -0.2, 0.5, 0, 0, 0]
local distance = sqrt(pow(pose2[0] - pose1[0], 2) + pow(pose2[1] - pose1[1], 2) + pow(pose2[2] - pose1[2], 2))
textmsg(""Distance between poses: "", distance)
```"
"Generate URScript code that reads the force sensor on the robot and prints the force readings (in Newtons) in the x, y, and z directions to the console. Implement a loop that continuously checks sensor readings at 0.1 second intervals.",<no_input>,"```URscript
def monitor_force():
    while (True):
        force_vector = get_tcp_force()
        x_force = force_vector[0]
        y_force = force_vector[1]
        z_force = force_vector[2]
        textmsg(""Force X: "", x_force, ""N, Force Y:"", y_force, ""N, Force Z: "", z_force, "" N"")
        sleep(0.1)
    end
end
```","```URscript
def read_force_sensor():
  while True:
    force_vector = get_tcp_force()
    textmsg(""Force X: "", force_vector[0], "" N"")
    textmsg(""Force Y: "", force_vector[1], "" N"")
    textmsg(""Force Z: "", force_vector[2], "" N"")
    sleep(0.1)
  end
end
```","```URscript
def read_force_sensor():
  while True:
    force_vector = get_tcp_force()
    textmsg(""Force X: "", force_vector[0], "" N"")
    textmsg(""Force Y: "", force_vector[1], "" N"")
    textmsg(""Force Z: "", force_vector[2], "" N"")
    sleep(0.1)
  end
end
```","```URscript
def read_force_sensor():
  while True:
    force_vector = get_tcp_force()
    textmsg(""Force (N): "", force_vector[0], "", "", force_vector[1], "", "", force_vector[2])
    sleep(0.1)
  end
end
```","```URscript
def read_force_sensor():
  while True:
    force_vector = get_tcp_force()
    textmsg(""Force X: "", force_vector[0], "" N"")
    textmsg(""Force Y: "", force_vector[1], "" N"")
    textmsg(""Force Z: "", force_vector[2], "" N"")
    sleep(0.1)
  end
end
```"
"Refactor the provided code to use a function for moving to a specific point, then use this function to move between three different positions.","```URscript
global position_1 = p[0.1, 0.2, 0.3, 0, 0, 0]
global position_2 = p[0.2, 0.3, 0.4, 0, 0, 0]
global position_3 = p[0.3, 0.4, 0.5, 0, 0, 0]

movej(position_1, a=1, v=0.2)
movej(position_2, a=1, v=0.2)
movej(position_3, a=1, v=0.2)
```","```URscript
global position_1 = p[0.1, 0.2, 0.3, 0, 0, 0]
global position_2 = p[0.2, 0.3, 0.4, 0, 0, 0]
global position_3 = p[0.3, 0.4, 0.5, 0, 0, 0]

def move_to_position(target_position):
    movej(target_position, a=1, v=0.2)
end

move_to_position(position_1)
move_to_position(position_2)
move_to_position(position_3)
```","```URscript
def move_to_position(target_position):
  movej(target_position, a=1, v=0.2)
end

global position_1 = p[0.1, 0.2, 0.3, 0, 0, 0]
global position_2 = p[0.2, 0.3, 0.4, 0, 0, 0]
global position_3 = p[0.3, 0.4, 0.5, 0, 0, 0]

move_to_position(position_1)
move_to_position(position_2)
move_to_position(position_3)
```","```URscript
def move_to_position(target_position):
  movej(target_position, a=1, v=0.2)
end

global position_1 = p[0.1, 0.2, 0.3, 0, 0, 0]
global position_2 = p[0.2, 0.3, 0.4, 0, 0, 0]
global position_3 = p[0.3, 0.4, 0.5, 0, 0, 0]

move_to_position(position_1)
move_to_position(position_2)
move_to_position(position_3)
```","```URscript
def move_to_position(target_position):
  movej(target_position, a=1, v=0.2)
end

global position_1 = p[0.1, 0.2, 0.3, 0, 0, 0]
global position_2 = p[0.2, 0.3, 0.4, 0, 0, 0]
global position_3 = p[0.3, 0.4, 0.5, 0, 0, 0]

move_to_position(position_1)
move_to_position(position_2)
move_to_position(position_3)
```","```URscript
def move_to_position(target_position):
  movej(target_position, a=1, v=0.2)
end

global position_1 = p[0.1, 0.2, 0.3, 0, 0, 0]
global position_2 = p[0.2, 0.3, 0.4, 0, 0, 0]
global position_3 = p[0.3, 0.4, 0.5, 0, 0, 0]

move_to_position(position_1)
move_to_position(position_2)
move_to_position(position_3)
```"
"Write a URScript program that demonstrates how to use a variable number of waypoints dynamically, where the number of waypoints are determined from a global variable. Move from the starting waypoint to all other waypoints using movej motion.","```URscript
global num_waypoints = 3
global waypoints = [p[0.1, 0.1, 0.1, 0, 0, 0], p[0.2, 0.2, 0.2, 0, 0, 0], p[0.3, 0.3, 0.3, 0, 0, 0]]
```","```URscript
global num_waypoints = 3
global waypoints = [p[0.1, 0.1, 0.1, 0, 0, 0], p[0.2, 0.2, 0.2, 0, 0, 0], p[0.3, 0.3, 0.3, 0, 0, 0]]

def move_dynamic_waypoints():
   for i = 0 to (num_waypoints-1):
    	movej(waypoints[i], a=1, v=0.2)
   end
end

move_dynamic_waypoints()
```","```URscript
global num_waypoints = 3
global waypoints = [p[0.1, 0.1, 0.1, 0, 0, 0], p[0.2, 0.2, 0.2, 0, 0, 0], p[0.3, 0.3, 0.3, 0, 0, 0]]

def move_through_waypoints():
  movej(waypoints[0], a=1.0, v=0.5)
  for i = 1 to num_waypoints-1:
    movej(waypoints[i], a=1.0, v=0.5)
  end
end
```","```URscript
def move_through_waypoints():
  local start_waypoint = waypoints[0]
  for i = 1 to num_waypoints:
    movej(waypoints[i], a=1.0, v=0.5)
  end
end
```","```URscript
def move_through_waypoints():
  local start_pose = waypoints[0]
  movej(start_pose, a=1.0, v=0.5)
  for i = 1 to num_waypoints:
    local current_pose = waypoints[i]
    movej(current_pose, a=1.0, v=0.5)
  end
end
```","```URscript
global num_waypoints = 3
global waypoints = [p[0.1, 0.1, 0.1, 0, 0, 0], p[0.2, 0.2, 0.2, 0, 0, 0], p[0.3, 0.3, 0.3, 0, 0, 0]]

def move_through_waypoints():
  for i = 0 to num_waypoints-1:
    movej(waypoints[i], a=1.0, v=0.5)
  end
end
```"
"Create a URScript function that checks for a collision by monitoring the robot's joint torques exceeding a given threshold. The function should take the threshold value and a target position as input, moving the robot to the target only if no collision is detected during the motion.","","```URscript
def check_collision_and_move(threshold, target_position):
    local joint_torques_start = get_joint_torques()
    movej(target_position, a=1.2, v=0.25)
    local joint_torques_end = get_joint_torques()
    
    for i = 0 to 5:
        if abs(joint_torques_end[i] - joint_torques_start[i]) > threshold :
            popup(""Collision Detected!"", ""Error"", False, True, True)
           	stopj(1.0)
            return
         end
    end
end
```","```URscript
def check_collision(threshold, target_pose):
  local start_pose = get_actual_tcp_pose()
  local collision_detected = False
  local thread_id = thread_id()
  while (not collision_detected):
    local current_torque = get_joint_torque()
    for torque in current_torque:
      if (abs(torque) > threshold):
        collision_detected = True
        break
      end
    end
    if (collision_detected):
      textmsg(""Collision detected during move to "", target_pose)
      break
    end
    local current_pose = get_actual_tcp_pose()
    local speed = pose_dist(current_pose, target_pose) / 0.1
    movel(target_pose, a=1.0, v=speed)
    sync()
  end
  if (not collision_detected):
    textmsg(""No collision detected during move to "", target_pose)
  end
end
```","```URscript
def check_collision_move(target_position, torque_threshold):
  local start_joint_positions = get_actual_joint_positions()
  local collision_detected = False
  local current_joint_positions = start_joint_positions
  local target_joint_positions = pose_to_joint(target_position)
  local joint_speed = 0.5
  local joint_acceleration = 0.2
  local joint_torque = [0,0,0,0,0,0]
  local joint_torque_threshold = torque_threshold
  local joint_speed_limit = 1.0
  local joint_acceleration_limit = 1.0
  local joint_speed_factor = 1.0
  local joint_acceleration_factor = 1.0
  local joint_speed_decrement = 0.1
  local joint_acceleration_decrement = 0.1
  local joint_speed_increment = 0.1
  local joint_acceleration_increment = 0.1
  local joint_speed_min = 0.01
  local joint_acceleration_min = 0.01
  local joint_speed_max = 1.0
  local joint_acceleration_max = 1.0
  local joint_speed_step = 0.1
  local joint_acceleration_step = 0.1
  local joint_speed_increment_limit = 10
  local joint_acceleration_increment_limit = 10
  local joint_speed_decrement_limit = 10
  local joint_acceleration_decrement_limit = 10
  local joint_speed_increment_counter = 0
  local joint_acceleration_increment_counter = 0
  local joint_speed_decrement_counter = 0
  local joint_acceleration_decrement_counter = 0
  local joint_speed_increment_limit_reached = False
  local joint_acceleration_increment_limit_reached = False
  local joint_speed_decrement_limit_reached = False
  local joint_acceleration_decrement_limit_reached = False
  local joint_speed_increment_limit_reached = False
  local joint_acceleration_increment_limit_reached = False
  local joint_speed_decrement_limit_reached = False
  local joint_acceleration_decrement_limit_reached = False
  local joint_speed_increment_limit_reached = False
  local joint_acceleration_increment_limit_reached = False
  local joint_speed_decrement_limit_reached = False
  local joint_acceleration_decrement_limit_reached = False
  local joint_speed_increment_limit_reached = False
  local joint_acceleration_increment_limit_reached = False
  local joint_speed_decrement_limit_reached = False
  local joint_acceleration_decrement_limit_reached = False
  local joint_speed_increment_limit_reached = False
  local joint_acceleration_increment_limit_reached = False
  local joint_speed_decrement_limit_reached = False
  local joint_acceleration_decrement_limit_reached = False
  local joint_speed_increment_limit_reached = False
  local joint_acceleration_increment_limit_reached = False
  local joint_speed_decrement_limit_reached = False
  local joint_accel","```URscript
def check_collision(threshold, target_position):
  movej(target_position, a=1.0, v=0.5)
  while (norm(get_tcp_force()) < threshold):
    sleep(0.01)
  end
  if (norm(get_tcp_force()) > threshold):
    popup(""Collision detected during motion"", ""Collision Warning"", False, True, True)
    stopj(10)
  end
end
```","```URscript
def check_collision_move(target_pose, threshold):
  local start_joint_pos = get_actual_joint_positions()
  local collision_detected = False
  movej(target_pose, a=1.0, v=0.5)
  while (norm(get_actual_joint_positions() - start_joint_pos) < 0.01):
    local current_joint_pos = get_actual_joint_positions()
    local current_torques = get_joint_torques()
    for i = 0 to 5:
      if (abs(current_torques[i]) > threshold):
        collision_detected = True
        break
      end
    end
    if (collision_detected):
      stopl(1)
      break
    end
    sleep(0.01)
  end
  if (collision_detected):
    textmsg(""Collision detected during move"")
  else:
    textmsg(""Move completed successfully"")
  end
end
```"
"How do you implement a basic error handling mechanism in URScript, ensuring if any motion command fails, the robot stops safely and logs the error?","","```URscript
def safe_move(target_position):
  try:
    movej(target_position, a=1, v=0.2)
  catch err:
      textmsg(""Error occurred during motion: "", err)
      stopj(1.0)
  end
end
```","```URscript
def error_handling_example():
  local target_pose = p[0.5, 0.5, 0.5, 0, 0, 0]
  try:
    movel(target_pose, a=1.0, v=0.5)
  catch err:
    textmsg(""Error occurred: "", err)
    stopj(10)
  end
end
```","```URscript
def error_handling_motion():
  try:
    movel(p[0.5, 0.5, 0.5, 0, 0, 0], a=1.0, v=0.5)
    movel(p[0.6, 0.6, 0.6, 0, 0, 0], a=1.0, v=0.5)
  except:
    textmsg(""Motion command failed. Stopping robot."")
    stopj(1.0)
  end
end
```","```URscript
def error_handling_example():
  try:
    movel(p[0.1, 0.2, 0.3, 0, 0, 0], a=1.0, v=0.5)
    movel(p[1.1, 1.2, 1.3, 0, 0, 0], a=1.0, v=0.5)
  catch err:
    textmsg(""Error occurred: "", err)
    stopj(10)
  end
end
```","```URscript
def error_handling_motion():
  try:
    movel(p[0.5, 0.5, 0.5, 0, 0, 0], a=1.0, v=0.5)
    sleep(1)
    movel(p[0.6, 0.6, 0.6, 0, 0, 0], a=1.0, v=0.5)
  catch err:
    textmsg(""Error during motion: "", err)
    stopj(1.0)
  end
end
```"
Develop URScript code to configure the TCP of the robot based on a given TCP offset represented by a pose. Move to this TCP pose based on a joint move.,"```URscript
global tcp_offset = p[0.01, 0.02, 0.03, 0, 0, 0]
global target_pos = p[0.3, 0.4, 0.5, 0, 0, 0]
```","```URscript
global tcp_offset = p[0.01, 0.02, 0.03, 0, 0, 0]
global target_pos = p[0.3, 0.4, 0.5, 0, 0, 0]

def configure_tcp_and_move():
    set_tcp(tcp_offset)
    movej(target_pos, a=1, v=0.2)
end

configure_tcp_and_move()
```","```URscript
def configure_tcp_and_move():
  global tcp_offset
  global target_pos
  set_tcp(tcp_offset)
  movej(target_pos, a=1.0, v=0.5)
end
```","```URscript
def configure_tcp_and_move():
  set_tcp(tcp_offset)
  movej(target_pos, a=1.0, v=0.5)
end
```","```URscript
def configure_and_move_tcp():
  global tcp_offset
  global target_pos
  set_tcp(tcp_offset)
  movej(target_pos, a=1.0, v=0.5)
end
```","```URscript
def move_with_tcp_offset():
  global tcp_offset
  global target_pos
  local current_tcp = get_tcp_offset()
  local new_tcp = pose_add(current_tcp, tcp_offset)
  set_tcp(new_tcp)
  movej(target_pos, a=1.0, v=0.5)
end
```"
"Create a URScript function which uses a sensor reading using an I/O port as a condition for moving to a waypoint and return 1 if moved, otherwise 0. The program will move to the target if the sensor reads below the given threshold.","","```URscript
def move_conditionally_sensor(target_position, sensor_port, threshold):
  local sensor_value = get_analog_in(sensor_port)
  if (sensor_value < threshold ):
    movej(target_position, a=1, v=0.2)
    return 1
  else:
    return 0
  end
end
```","```URscript
def move_if_sensor():
  local sensor_threshold = 0.5
  local target_pose = p[0.5, 0, 0.2, 0, 0, 0]
  local sensor_value = read_analog_in(0)
  if sensor_value < sensor_threshold:
    movel(target_pose, a=1.0, v=0.5)
    return 1
  else:
    return 0
  end
end
```","```URscript
def move_if_sensor_below_threshold(target_pose, sensor_io, threshold):
  if (read_analog_in(sensor_io) < threshold):
    movel(target_pose, a=1.0, v=0.5)
    return 1
  else:
    return 0
  end
end
```","```URscript
def move_if_sensor_below_threshold(target_pose, sensor_port, threshold):
  local sensor_value = read_analog_in(sensor_port)
  if (sensor_value < threshold):
    movel(target_pose, a=1.0, v=0.5)
    return 1
  else:
    return 0
  end
end
```","```URscript
def move_if_sensor_below_threshold():
  local target_pose = p[0.3, 0.2, 0.1, 0, 0, 0]
  local sensor_threshold = 0.5
  local sensor_reading = read_analog_in(0) # Read from analog input 0
  if sensor_reading < sensor_threshold:
    movel(target_pose, a=0.5, v=0.2)
    return 1
  else:
    return 0
  end
end
```"
"Can you formulate a set of URScript instructions that incrementally adjust the robot's Z position by 0.01 meters, five times every 2 seconds and print the current Z position of the TCP after each shift?","","```URscript
def incremental_z_move():
  for i = 1 to 5:
    current_pose = get_actual_tcp_pose()
    new_z = current_pose[2] + 0.01
    new_pose = p[current_pose[0], current_pose[1], new_z, current_pose[3], current_pose[4], current_pose[5]]
    movel(new_pose, a=1, v=0.1)
    textmsg(""Current Z Position: "", new_z)
    sleep(2)
  end
end

incremental_z_move()
```","```URscript
def incremental_z_shift():
  local current_pose = get_actual_tcp_pose()
  local z_increment = 0.01
  local shift_count = 5
  local sleep_time = 2

  for i = 1 to shift_count:
    current_pose[2] = current_pose[2] + z_increment
    movel(current_pose, a=0.5, v=0.2)
    textmsg(""Current Z position: "", current_pose[2])
    sleep(sleep_time)
  end
end
```","```URscript
def incremental_z_shift():
  for i in range(5):
    current_pose = get_actual_tcp_pose()
    current_z = current_pose[2]
    new_z = current_z + 0.01
    target_pose = current_pose
    target_pose[2] = new_z
    movel(target_pose, a=0.2, v=0.2)
    textmsg(""Current Z position: "", new_z)
    sleep(2)
  end
end
```","```URscript
def incremental_z_move():
  local current_z = get_actual_tcp_pose()[2]
  for i = 1 to 5:
    current_z = current_z + 0.01
    movel(pose_trans(get_actual_tcp_pose(), p[0,0,current_z - get_actual_tcp_pose()[2],0,0,0]), a=0.5, v=0.2)
    textmsg(""Current Z position: "", current_z)
    sleep(2)
  end
end
```","```URscript
def adjust_z_position():
  local initial_z = get_actual_tcp_pose()[2]
  local increment = 0.01
  local count = 0
  while (True):
    local current_z = get_actual_tcp_pose()[2]
    local new_z = current_z + increment
    movel(pose_trans(get_actual_tcp_pose(), p[0, 0, new_z, 0, 0, 0]), a=0.5, v=0.2)
    textmsg(""Current Z position: "", current_z)
    count = count + 1
    if (count == 5):
      increment = 0.01
      count = 0
    end
    sleep(2)
  end
end
```"
"Write a URScript program to simulate a pick and place operation. The robot should first move to a defined ""pick"" location, simulate a grip action using a sleep command, then move to a ""place"" location. Each motion should use linear movement.","```URscript
global pick_location = p[0.1, 0.2, 0.1, 0, 0, 0]
global place_location = p[0.4, 0.3, 0.2, 0, 0, 0]
```","```URscript
global pick_location = p[0.1, 0.2, 0.1, 0, 0, 0]
global place_location = p[0.4, 0.3, 0.2, 0, 0, 0]

def pick_and_place():
  movel(pick_location, a=1, v=0.2)
  sleep(2) # simulate grip
  movel(place_location, a=1, v=0.2)
end
pick_and_place()
```","```URscript
def pick_and_place():
  global pick_location
  global place_location

  movel(pick_location, a=1.0, v=0.5)
  sleep(1) # Simulate gripper action
  movel(place_location, a=1.0, v=0.5)
end
```","```URscript
def pick_and_place():
  global pick_location
  global place_location
  movel(pick_location, a=1.0, v=0.5)
  sleep(1) # Simulate gripper close
  movel(place_location, a=1.0, v=0.5)
  sleep(1) # Simulate gripper open
end
```","```URscript
def pick_and_place():
  global pick_location
  global place_location

  # Move to pick location
  movel(pick_location, a=1.0, v=0.5)
  # Simulate gripper close
  sleep(1)
  # Move to place location
  movel(place_location, a=1.0, v=0.5)
  # Simulate gripper open
  sleep(1)
end
```","```URscript
global pick_location = p[0.1, 0.2, 0.1, 0, 0, 0]
global place_location = p[0.4, 0.3, 0.2, 0, 0, 0]

def pick_and_place():
  movel(pick_location, a=1.0, v=0.5)
  textmsg(""Gripping..."")
  sleep(1)
  movel(place_location, a=1.0, v=0.5)
  textmsg(""Placed"")
end
```"
"Create a loop in URScript that continuously monitors a digital input. Based on the input (HIGH or LOW), the robot needs to either perform a certain motion or stop. If the sensor is HIGH move to the global target_pos with a joint move, otherwise stop moving using stopj with an acceleration of 2.","```URscript
global target_pos = p[0.5, 0.3, 0.4, 0, 0, 0]
global sensor_io= 0
```","```URscript
global target_pos = p[0.5, 0.3, 0.4, 0, 0, 0]
global sensor_io= 0

def monitor_and_move():
  while(True):
    if (get_digital_in(sensor_io)):
       movej(target_pos, a=1, v=0.2)
    else:
       stopj(2)
    end
  end
end

monitor_and_move()
```","```URscript
def monitor_sensor():
  while True:
    if get_digital_in(sensor_io):
      movej(target_pos, a=1.0, v=0.5)
    else:
      stopj(2)
    end
    sync()
  end
end
```","```URscript
def monitor_sensor():
  while True:
    if get_digital_in(sensor_io):
      movej(target_pos, a=1.0, v=0.5)
    else:
      stopj(2)
    end
    sync()
  end
end
```","```URscript
def monitor_input():
  while True:
    if get_digital_in(sensor_io):
      movej(target_pos, a=1.2, v=0.25)
    else:
      stopj(2)
    end
    sync()
  end
end
```","```URscript
global target_pos = p[0.5, 0.3, 0.4, 0, 0, 0]
global sensor_io= 0

while True:
  if get_digital_in(sensor_io):
    movej(target_pos, a=1.2, v=0.5)
  else:
    stopj(2)
  end
end
```"
"Given the following URScript code, improve the readability of the variable names by refactoring the code.","```URscript
global a = p[0,0,0,0,0,0]
global b = p[0.1,0.1,0.1,0,0,0]

movej(a,1,1)
movel(b,1,1)
```","```URscript
global start_position = p[0,0,0,0,0,0]
global end_position = p[0.1,0.1,0.1,0,0,0]

movej(start_position, a=1, v=1)
movel(end_position, a=1, v=1)
```","```URscript
global start_pose = p[0,0,0,0,0,0]
global target_pose = p[0.1,0.1,0.1,0,0,0]

movej(start_pose,1,1)
movel(target_pose,1,1)
```","```URscript
global start_pose = p[0,0,0,0,0,0]
global end_pose = p[0.1,0.1,0.1,0,0,0]

movej(start_pose, a=1, v=1)
movel(end_pose, a=1, v=1)
```","```URscript
global start_pose = p[0,0,0,0,0,0]
global target_pose = p[0.1,0.1,0.1,0,0,0]

movej(start_pose, a=1, v=1)
movel(target_pose, a=1, v=1)
```","```URscript
global start_pose = p[0,0,0,0,0,0]
global target_pose = p[0.1,0.1,0.1,0,0,0]

movej(start_pose,1,1)
movel(target_pose,1,1)
```"
"Develop a URScript function that allows a robot to perform a circular motion in a plane (XY-plane) with a given center point, radius, and direction (clockwise or counterclockwise – use 1 or 0 respectively). The function will use the movec command and take the 3 parameters along with the current robot pose to determine orientation. Use default velocity and acceleration parameters.","","```URscript
def move_circle_xy(center_point_p, radius, direction):
  local current_pose = get_actual_tcp_pose()
  local mid_point_p = p[center_point_p[0] + radius, center_point_p[1], center_point_p[2], current_pose[3], current_pose[4], current_pose[5]]
  local end_point_p = p[center_point_p[0]- radius, center_point_p[1], center_point_p[2], current_pose[3], current_pose[4], current_pose[5]]

  if direction == 1:#clockwise
    movec(mid_point_p, end_point_p, a=1, v=0.2)
  else: #counterclockwise
     movec(mid_point_p, end_point_p, a=1, v=0.2)
  end
end
```","```URscript
def circular_motion(center_point, radius, direction):
  local current_pose = get_actual_tcp_pose()
  local start_point = pose_trans(current_pose, p[radius, 0, 0, 0, 0, 0])
  local via_point = pose_trans(current_pose, p[0, radius, 0, 0, 0, 0])
  if direction == 1:
    movec(via_point, start_point, a=1.0, v=0.5)
  else:
    movec(start_point, via_point, a=1.0, v=0.5)
  end
end
```","```URscript
def circular_motion(center_point, radius, direction):
  local current_pose = get_actual_tcp_pose()
  local start_point = pose_trans(center_point, p[radius, 0, 0, 0, 0, 0])
  local via_point = pose_trans(center_point, p[0, radius, 0, 0, 0, 0])
  if direction == 1:
    movec(start_point, via_point, a=1.2, v=0.25, r=0.02)
  else:
    movec(start_point, via_point, a=1.2, v=0.25, r=0.02, cc=True)
  end
end
```","```URscript
def circular_motion(center_point, radius, direction):
  local current_pose = get_actual_tcp_pose()
  local start_pose = pose_trans(current_pose, p[radius, 0, 0, 0, 0, 0])
  local via_pose = pose_trans(current_pose, p[0, radius, 0, 0, 0, 0])
  local end_pose = pose_trans(current_pose, p[-radius, 0, 0, 0, 0, 0])
  if direction == 1:
    movec(start_pose, via_pose, end_pose, a=1.2, v=0.25)
  else:
    movec(start_pose, end_pose, via_pose, a=1.2, v=0.25)
  end
end
```","```URscript
def circular_motion(center_pose, radius, direction, current_pose):
  local start_pose = pose_trans(current_pose, p[radius, 0, 0, 0, 0, 0])
  local via_pose = pose_trans(current_pose, p[radius*cos(direction*2*pi/3.0), radius*sin(direction*2*pi/3.0), 0, 0, 0, 0])
  local end_pose = pose_trans(current_pose, p[radius*cos((direction+1)*2*pi/3.0), radius*sin((direction+1)*2*pi/3.0), 0, 0, 0, 0])
  movec(start_pose, via_pose, end_pose, a=1.0, v=0.5)
end
```"
"Write a URScript program that prompts the user to input a target position in the robot's base frame, and then moves the robot to that position using a linear motion. Include input validation to ensure the user provides valid numerical input.",<no_input>,"```URscript
def get_valid_number_input(prompt_message):
  while True:
    popup(prompt_message, ""input"")
    number_str = get_input()
    try:
      number = to_num(number_str)
      return number
    except:
     popup(""Invalid number input"",  ""Error"")
    end
  end
end  

def main():
  x = get_valid_number_input(""Enter x position: "")
  y = get_valid_number_input(""Enter y position: "")
  z = get_valid_number_input(""Enter z position: "")
  
  rx = get_valid_number_input(""Enter rx rotation: "")
  ry = get_valid_number_input(""Enter ry rotation: "")
  rz = get_valid_number_input(""Enter rz rotation: "")
  
  target_pos = p[x, y, z, rx, ry, rz]
  movel(target_pos, a=1.2, v=0.25)
end
```","```URscript
def move_to_user_position():
  textmsg(""Enter the target x position:"")
  x_input = str_input()
  textmsg(""Enter the target y position:"")
  y_input = str_input()
  textmsg(""Enter the target z position:"")
  z_input = str_input()
  
  try:
    x = to_num(x_input)
    y = to_num(y_input)
    z = to_num(z_input)
    
    target_pose = p[x, y, z, 0, 0, 0]
    movel(target_pose, a=1.0, v=0.5)
  except:
    textmsg(""Invalid input. Please enter numerical values."")
  end
end
```","```URscript
def move_to_user_position():
  local target_pose_str = str_input(""Enter target position (x,y,z,rx,ry,rz):"")
  local target_pose = parse_pose(target_pose_str)
  if (is_valid_pose(target_pose)):
    movel(target_pose, a=1.0, v=0.5)
  else:
    popup(""Invalid input format. Please enter numbers separated by commas."", ""Input Error"", False, True, False)
  end
end
```","```URscript
def move_to_user_position():
  textmsg(""Enter target x, y, z, rx, ry, rz (e.g. 0.1, 0.2, 0.3, 0, 0, 0):"")
  local input_str = str_input()
  local target_pose = p[0,0,0,0,0,0]
  local valid_input = False
  local input_array = split(input_str, "","")
  if (length(input_array) == 6):
    for i in range(0, 6):
      if (is_number(input_array[i])):
        target_pose[i] = to_num(input_array[i])
      else:
        textmsg(""Invalid input. Please enter numbers only."")
        return
      end
    end
    valid_input = True
  else:
    textmsg(""Invalid input. Please enter 6 numbers separated by commas."")
  end
  if (valid_input):
    movel(target_pose, a=1.0, v=0.5)
  end
end
```","```URscript
def move_to_user_position():
  textmsg(""Enter x coordinate of target position (e.g. 0.2):"")
  x_str = input_float()
  textmsg(""Enter y coordinate of target position (e.g. 0.3):"")
  y_str = input_float()
  textmsg(""Enter z coordinate of target position (e.g. 0.4):"")
  z_str = input_float()
  if (is_number(x_str) and is_number(y_str) and is_number(z_str)):
    x = x_str
    y = y_str
    z = z_str
    target_pose = p[x, y, z, 0, 0, 0]
    movel(target_pose, a=1.0, v=0.5)
  else:
    textmsg(""Invalid input. Please enter numerical values."")
  end
end
```"
